genesinput	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	Tregs	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
COX5A	1373.06962	2220.744852	6718.448779	2852.932344	1269.450881	3148.85189	6607.334733	3071.447657	3270.670786	3208.042436	2752.742669	3981.741268	3152.302984	4999.105395	1840.899255	3007.592556	4607.325059	4414.464726	5282.353066	4793.26746	1186.900823	667.1717747
COX5B	1162.572673	2382.104212	2984.358981	2731.308059	3911.247326	2929.339589	2660.00054	3521.793105	3522.134574	2904.390933	1873.826583	1689.599596	2787.485104	4300.4546	1804.928958	2743.466417	3778.426004	1966.637345	4316.727999	3512.651699	2220.04036	1943.532789
COX6A2	476.5346047	405.7706359	363.9501044	215.749205	88.58205857	220.0236389	148.4548675	155.551421	226.3800015	296.4194613	129.4506267	146.3558849	183.7903153	142.7514806	103.0111836	98.14245847	168.8954863	115.6892548	134.1036755	98.94806197	227.2243657	332.5332297
COX6B1	1981.049393	3840.270324	3999.017687	6398.20128	5890.338133	5751.937459	4247.947251	5350.569855	8355.73384	5129.108196	3879.599052	3716.821093	5279.99953	5721.284661	2770.911453	4571.470473	5240.736733	3581.173112	6123.528108	6022.836948	2115.651315	2951.097374
COX6C	6293.963563	8580.522199	6151.08798	11045.67471	10179.78364	8293.155469	7866.426688	11885.1113	9022.537735	7589.394651	9955.388458	11382.00872	6232.455023	10605.66688	6633.535586	9876.127508	13253.90937	10845.62061	13901.78434	14582.8499	5117.187532	503.1177338
COX7A1	4.273621867	6.826873734	9.973398059	5.129995367	61.43428213	10.07084824	5.889997967	6.707735929	10.57770444	10.09311872	5.873195769	5.487026222	7.086864365	6.489533257	16.89310759	73.29536474	4.751833847	5.093220012	7.297143409	17.37792811	7.605151521	8.565125724
COX7A2	4571.470473	4895.071086	8948.349603	5304.011662	5333.944658	4321.166879	6057.915205	4198.527432	5063.276591	4489.109275	3824.079795	4419.776748	3314.705942	5233.311915	2407.488222	1854.914873	3055.899662	2792.295274	4726.975929	5520.511204	3089.730174	2370.128188
COX7A2L	4559.191884	4526.549422	3877.830816	4463.658875	4511.430986	4631.029477	3027.039651	3317.377758	4486.277163	5236.522233	2853.900206	2534.88914	3039.699788	2719.022582	1844.58727	2961.26844	2158.832588	2092.235277	3840.808701	3745.258356	1578.272769	1788.545682
COX7B	204.1398779	801.5418294	1532.250292	3255.173383	1891.367557	1386.640488	2952.432214	2630.827241	1165.995836	2192.888231	2553.665632	3739.595874	2477.589415	2814.305343	2021.927636	2141.992245	3864.665614	1918.218366	3754.67266	3857.156016	1100.202797	1196.177469
COX7C	2623.250595	3142.101974	2888.707681	3642.077082	3778.568055	2495.269425	1823.221192	3521.793105	3843.487891	1954.139139	1426.878289	1454.09639	1810.725289	1869.736832	1174.651899	1522.673237	2113.082465	1305.313553	1588.402692	1322.624659	772.7907413	482.0487469
COX8A	1759.266082	2583.025761	4442.146224	5280.057631	5030.258959	5166.415514	7140.044913	6824.984809	5519.76341	3730.882989	4664.090578	6824.984809	6078.788937	8193.398754	3981.741268	7104.510327	8172.20415	3770.038276	9253.531285	8320.892071	2317.572895	2547.912604
CP	60.57846153	93.86250244	114.5056122	38.77119962	65.58576792	5.690710112	5.743123879	57.6177542	49.46978783	94.23389701	62.3983105	20.8071299	38.23042803	42.55657157	108.2798953	12.37533181	9.974081442	93.92337004	43.65504515	34.25535955	136.0723287	82.61017149
CP110	195.0766104	184.0961105	156.8851236	341.6244375	638.7919661	538.0333706	541.1068421	387.1714061	359.8461135	536.9264442	363.2056988	326.2330199	294.2241572	106.7580795	141.8478794	309.632034	136.2401697	74.07667769	690.3307215	511.487666	933.8824509	181.9278917
CPA1	2.787183784	3.545969547	2.525976771	9.401289683	22.48126594	3.103039674	7.691250656	3.906577998	17.31098148	31.34079192	10.84380592	10.27433459	6.249058673	4.529163143	7.11928632	8.45170015	5.29253038	9.191957431	5.502703109	6.037500193	54.30354675	8.427042961
CPA2	1319.049789	837.6855342	498.2733312	239.1057912	236.138599	276.8237987	264.6974452	297.9561144	542.6764768	489.5219867	252.125945	219.5683455	280.070964	230.4498305	222.9423297	199.0071337	282.7260335	332.2450686	232.431366	208.3355535	495.8463683	764.1252889
CPA3	786.5967435	653.570348	431.8870773	147.6958112	25.20265438	243.2991012	226.7134742	148.1833551	145.5265348	271.5067499	458.1363071	308.1273629	135.1465191	139.386735	247.6828366	206.9088618	132.4987072	149.4195584	28290.30984	22328.97153	1091.417527	522.5988941
CPA4	687.6487775	475.8405351	293.2102273	154.8200342	107.0290453	182.6692116	170.0264309	87.98033133	354.1752818	126.0705386	76.12129701	136.1349156	147.3211188	133.9426098	59.470835	81.95609081	153.1631327	58.46920247	98.36389314	173.2670517	245.0248978	321.464162
CPB1	699.2053935	558.2376616	370.0206627	169.8093321	134.8648186	135.5693196	137.9819937	192.3605383	393.6444693	309.382625	135.7235976	135.1742755	204.9238617	135.2458726	131.0995558	194.1068427	154.4595999	179.9014278	216.0639066	158.1005949	284.619427	417.6591637
CPB2	93.74848168	49.18603767	115.7646654	52.13886641	14.34309218	65.55259868	62.1534728	27.36083709	60.71489393	14.87392739	56.60917898	40.67029567	84.64901221	79.07715582	70.36596648	69.50873854	55.39636842	55.73025726	53.22167148	46.08725456	46.44842172	90.36262734
CPD	54.14780371	28.45708153	113.2781017	269.3662247	156.3663688	314.3574399	313.5266266	219.9410315	78.55489343	480.269129	445.3206923	622.1905686	690.0856829	559.5832085	347.1941766	409.4119178	404.9119652	328.0609662	561.8724885	573.9354042	1095.307956	1821.768135
CPE	60.50951351	93.56422236	21.73367004	11.05470876	17.16741792	16.53368601	24.0557628	14.49169961	445.1867483	21.77249907	33.52643327	11.3209152	15.37468682	112.5231339	9.845865148	11.93909122	21.81710235	14.25496645	120.9890536	189.7769178	15.97085449	59.91909514
CPEB3	79.12333165	70.72333579	56.60919591	55.40336069	74.6334263	59.28997175	43.71021332	29.29715781	5.775264138	111.0295098	69.87378601	80.61769372	130.995336	54.95430794	81.87881698	131.305028	56.68574859	94.98100006	118.527258	72.21601442	156.204386	117.5603193
CPLX2	50.68873894	53.84116427	41.60315219	43.40671925	74.00014462	32.69946242	45.61964119	39.53709428	81.26926306	13.38945555	22.61107137	40.0071855	34.68982952	28.06669044	35.28849776	46.31903832	42.32183047	29.0608359	53.26945747	17.21977474	61.65497041	60.65921238
CPLX3	40.06171311	20.80082465	64.62199466	26.36362582	108.0159163	10.04573553	16.16358042	39.23588056	89.92804504	59.00382587	27.49212096	25.81862259	35.4610798	17.73954001	83.95843144	70.93378197	12.14939886	23.89446622	69.36856973	52.89308761	48.39628266	52.24680182
CPM	53.38200923	45.22633417	33.02123349	6.684924323	65.481933	6.264629561	37.40212418	542.7115458	125.6648993	25.83943396	16.70980226	26.40774882	232.7924942	1790.807086	219.1090598	2238.364423	1382.566443	602.7502859	60.59225808	172.8508896	48.99826502	76.83856366
CPN1	736.6547837	439.6014977	267.3269179	153.3795569	130.333791	106.9841222	102.5188931	139.3091208	176.672985	205.0282359	141.1912645	145.4397332	232.2466126	167.7136707	160.4242834	99.90059987	175.9188753	173.6478071	141.2688482	122.1190024	252.7785647	513.0187059
CPN2	6.469992914	9.382162396	4.86428338	8.054160308	13.62026742	5.398099627	6.719266086	10.45807901	32.95467727	7.289149018	10.75088774	8.087608443	8.835206718	8.69793202	17.71591783	5.079112797	12.56058871	10.46923678	2.819205327	20.55081148	13.39619612	9.811325927
CPNE1	658.0661944	724.2701442	577.1730417	1057.428607	2246.18172	1668.896779	1449.832351	1277.531889	2051.261016	1174.523102	643.3418447	482.4429323	602.801522	358.2946296	504.759973	1043.277463	372.9109154	602.3277112	581.5549671	624.703127	538.7149747	834.9470137
CPNE3	1146.097124	1199.529055	973.1747582	1260.896725	1445.580729	1506.633971	973.7079616	703.9410348	1066.463328	662.2363162	1577.183178	1276.817818	1275.396111	913.0743756	353.8455751	792.0604346	1061.235255	621.131853	224.7444991	196.8531901	304.1322217	866.722533
CPNE6	17.46905843	16.1130972	20.58949599	13.2573964	33.69520426	16.57496359	11.56628546	17.44318854	34.5134479	20.87464449	26.73881994	21.01802054	24.37416557	40.4188027	34.63556475	20.33283198	16.46908763	22.76535285	16.21174903	22.34636449	35.22995281	26.28449949
CPNE7	353.8455751	286.6909422	695.1979974	206.6137928	179.2228863	260.939485	180.6415301	333.9441892	609.0940966	371.8395605	174.1151951	189.634409	252.9590877	174.6631081	319.586515	176.6800175	197.8412651	222.7984673	152.8722651	72.44156106	282.8222367	492.8563607
CPOX	179.9149076	210.9241451	188.1253117	300.664679	297.3418668	385.7557031	2207.740638	369.8942412	532.828441	469.1230247	255.9325924	414.5303393	374.9060839	420.8165146	175.0663079	180.9009574	378.9470365	464.9174224	812.3359145	769.6477738	195.9537484	83.56702117
CPPED1	37.45017394	33.90597755	58.2388091	64.82190853	37.80349139	46.8796189	87.43886769	64.37395904	48.07460521	85.82286702	66.65923946	55.13574502	782.56942	159.7470563	71.59701698	236.3005486	318.327526	105.2121764	115.5181664	77.18050449	98.69294346	2332.219659
CPS1	327.2582257	247.8754196	129.4623262	65.60274253	20.4848163	73.88202193	88.30060063	48.52460385	217.6593755	142.0171695	66.96105216	59.08735916	76.83019822	57.26883517	56.08489855	47.34619612	66.45806898	63.77051001	52.1925262	38.47632558	113.7551839	161.1884447
CPS1-IT	17.60479495	15.3658275	20.4848163	12.65757927	18.02258618	13.00060521	8.685232908	10.46971467	125.0979154	49.97182405	19.92307487	13.25016669	12.47405553	19.64364642	17.39161784	12.08950821	25.09019194	8.119406561	32.93406296	13.93853019	94.13612467	57.9263234
CPSF1	77.30955315	125.2191907	178.7348074	336.9430438	424.0363822	346.9414841	317.3486134	473.0050907	260.8222039	164.6336322	298.4118674	261.9622816	278.3607403	267.1404825	117.1032294	322.3939727	277.645093	160.132309	291.4955842	252.4218402	280.5457665	26.47591791
CPSF3L	397.222113	678.2446874	559.7419793	1315.551236	1630.40579	1122.098565	959.7831634	1296.73277	1174.288582	859.7427073	1082.951117	985.8073982	829.9951751	558.2295487	708.0560713	622.1905686	565.4786616	704.0744049	776.7876664	870.313293	680.6815507	701.9566958
CPSF4	944.1142615	995.5443549	914.8629512	987.0519806	1018.135876	900.5698225	905.3694863	1275.123788	807.9285352	915.402984	1022.517625	972.7406697	659.0314558	646.3402311	707.520132	480.2414151	553.4475719	619.8920154	685.5767984	768.3689382	717.0972463	467.157204
CPSF6	655.2024221	895.8599405	537.8350391	381.8390623	421.8107829	557.1414052	650.9796992	455.8535465	359.0329869	542.7230854	388.0109086	446.1294222	358.3865526	366.5085392	394.6009546	316.5191442	366.9203697	405.699894	444.5356342	428.0131813	442.5410955	298.5897007
CPSF7	2468.149284	1564.347613	993.5543835	1826.828533	2511.671648	1404.372051	942.3193748	2259.704443	1638.664903	1368.773594	1420.845605	1395.318098	1463.81622	1184.685675	1271.103742	1314.737457	1312.300474	1368.83641	628.523828	799.4012632	1848.741023	2289.293247
CPT1A	100.0582788	85.98144301	109.8904334	52.22797397	62.57617734	88.89574256	91.89402634	107.9752194	89.26078977	51.53378395	97.23654793	111.5585686	142.3102186	186.8179522	64.22389989	49.07304341	154.6557211	105.1851558	70.31351733	83.95583527	187.0426679	96.51439531
CPT1B	342.2480597	410.0124831	160.8839554	415.3207819	770.3446729	311.8542834	227.8557261	843.0002035	468.8060193	303.7950107	340.6792877	283.514063	172.6946229	115.4944991	246.9397124	96.4515763	104.2436958	323.872343	167.9268623	175.2406107	336.5156862	256.9140397
CPT2	25.87142267	36.66050979	377.1685535	148.3766777	205.3757047	215.012469	200.7009767	249.3804576	157.1563292	235.3813072	141.3840024	178.9199837	279.7292752	486.4397881	451.2705255	384.8469053	496.561445	521.5598686	304.8225696	257.0514366	289.3298237	72.28837804
CPVL	10.83895443	8.744891705	73.03403533	10.06403024	9.419742658	14.26798853	6.682458077	23.20502115	23.37604055	1085.758816	203.654717	13.05907552	4670.146127	686.0981639	1287.579968	6037.942454	3225.685924	490.4532519	338.4504325	256.1008917	9.738000334	12.49270778
CPZ	17.87368763	13.29145376	32.60848091	17.19915497	16.56020185	19.21251045	14.86970646	16.88100318	39.31165371	36.91296532	14.08616432	14.99403456	19.1301034	13.83811615	23.58723753	22.6939714	14.84250165	17.0550194	18.38209809	16.90146281	12.91589774	29.96639021
CR1	404.6732809	544.6718108	60.26399603	117.4403922	50.40038553	200.2789424	37.60063067	25.81862259	66.79823889	101.4950762	50.21406771	47.09380347	302.1000962	211.4407948	107.8864027	170.4555289	118.9622503	70.58486897	168.0906161	147.6932208	435.7113238	782.8547932
CR2	1471.268235	559.6347831	139.9135207	245.2703384	285.69747	67.24739132	17.8883765	25.49933683	25.46161624	22.26236223	25.27012551	64.40632604	35.1557773	27.25115703	55.67688175	39.48271435	16.28183461	51.3593367	16.71082041	16.32654871	122.0795542	33.0622167
CRABP1	12.56731032	14.11514313	6.57228761	8.869401748	23.42229647	8.485896389	16.41012876	28.13135229	46.69715159	14.40722586	7.925990338	14.12983303	9.306162616	12.74068247	78.74695121	8.910362721	9.189753321	11.35112469	14.47337205	32.8956744	10.69384865	17.82897782
CRABP2	36.66444981	63.84379447	337.0868063	117.8416355	53.50757381	123.2831012	67.10391431	90.92034817	67.88125218	45.9381825	51.42213682	57.38590645	83.3396643	1218.279105	38.27660498	269.5249147	196.0103267	68.55071159	77.35740694	76.90575327	58.38373636	28.18617388
CRADD	359.2155608	446.196236	491.1633454	280.208552	494.7979117	310.7787349	349.9177213	303.0315707	710.1636031	608.0661515	314.6640905	302.6983717	308.901755	321.7337641	245.3290274	240.0436507	300.0454525	284.5389686	374.2043972	293.2072954	446.409247	663.8468921
CRAT	106.3557219	101.8217775	180.1305047	258.3117847	230.9264042	222.9423297	245.3290274	179.842217	309.6025714	164.8896363	184.4887079	195.7594546	261.4298547	241.584739	264.9887508	307.8066133	248.4837175	181.7859996	292.3573961	281.2564479	121.0292317	115.014156
CRB1	443.9165611	393.0458158	427.2653718	83.79549104	119.6712508	203.8630961	163.0482528	99.94552717	351.0341406	185.649061	174.9460409	144.4698216	154.3261252	104.4048588	92.35735602	90.38490429	125.9464563	83.19206685	116.4360821	95.51762986	120.2811863	225.0097922
CRBN	1915.068793	2412.73523	1282.612391	3097.546559	5454.73273	3643.581931	884.0128037	1462.50333	1936.333684	1631.113844	3020.963755	1274.338812	1522.72419	613.426225	528.3211352	1084.441173	918.8443193	969.7372847	1527.074768	682.7071662	1126.317267	1044.366848
CRCP	599.2602475	525.8039896	402.8346842	312.1787408	246.3399376	429.2689505	330.4046832	255.510178	443.2604685	463.2180284	377.7513788	338.1140119	289.7768306	281.8653386	221.9788101	200.7699597	246.5398984	281.5314738	224.6019351	244.5336302	439.2554771	547.4074158
CRCT1	68.69978194	50.27232356	14.26798853	92.59428758	34.14961018	47.6537779	58.77912823	194.5979213	8.587894456	12.17642686	18.82301422	14.46846851	17.30750128	42.10397777	12.97844819	40.25707294	28.28303548	48.19263262	55.3439835	36.36067263	13.51919658	48.51631547
CREB1	775.3967882	755.9519499	471.4066659	704.3850582	806.4554541	813.5310422	740.3828824	706.0673144	598.2708857	368.8107768	1012.021403	1194.148027	779.6152847	575.7343435	604.1484185	580.7729564	600.2849085	811.4795131	306.6768205	291.3122083	424.4507265	1063.802376
CREB3	326.4615055	364.4323909	1195.543788	503.0934311	323.519291	491.8831781	512.27635	464.1789801	784.3336185	471.4695557	352.9933336	436.4203479	398.9893045	622.2817921	1253.313703	478.810999	525.7834292	961.5189428	412.4901263	622.8149849	286.1303018	544.0101947
CREB3L1	61.9081487	53.64058699	83.64055007	38.37595849	72.49981922	28.38805163	31.27670734	66.17589119	44.81393755	68.53177732	40.33466576	60.64441936	47.12921308	67.69762593	40.3105284	28.11270143	44.5586764	47.49443306	88.15379866	102.7441829	81.16762961	141.5679539
CREB3L2	1372.175476	945.6072857	4978.13072	949.7143251	517.4852723	880.6834413	662.4004858	365.3486293	2029.201775	886.4939378	2084.10544	1343.838953	1010.592663	1105.592142	264.1356612	1060.249811	841.2880735	267.5005304	3815.163708	3248.938602	771.8878171	563.7064236
CREB5	30.97425375	24.5582079	32.02053189	12.41011504	43.39553244	7.370460489	10.97804588	9.555358782	9.368720456	15.69291933	13.03890087	14.41666747	360.9106341	22.86410106	11.76274946	59.21766228	227.5494335	257.4524083	23.96095789	23.33830393	15.15801623	1385.315828
CREBBP	646.7109257	556.3696108	404.5384364	464.5729045	648.0453726	521.4894594	266.6771206	477.5414535	416.1260815	812.312246	509.6482386	388.5449634	603.8437586	357.1844823	436.5800269	355.6050571	397.4442468	497.4267155	361.2273354	366.5488907	933.3941372	1023.496501
CREBL2	500.8689491	658.6748931	1129.847508	1179.858077	1071.887678	1955.534661	726.784728	785.2262643	720.2191587	986.4455954	605.0878315	439.0678247	1071.410184	1255.67499	1073.790253	3247.786143	2777.941153	1686.050239	832.9607299	639.2021004	419.6997299	331.8327681
CREBZF	390.0534019	384.3862372	363.1850058	362.1577781	322.1631764	400.2184096	344.6730719	216.9346798	450.8758596	354.032258	390.4077205	322.8496753	212.1150968	139.4149614	229.1645593	246.5024728	252.025083	255.4935144	254.6609751	217.7424061	312.6903235	158.5742328
CREG1	123.3772483	201.3482974	924.473968	521.1915914	578.6499243	542.3345673	404.6732809	275.8348106	273.4255956	757.8719618	355.0549644	347.1941766	4495.000453	6930.341159	7562.491571	8341.685457	8339.504771	14396.85632	4762.640562	3362.572778	5402.82411	1227.778911
CRELD1	307.6962383	308.9608228	399.906182	243.8995679	391.8248156	286.0949186	167.5032595	294.6566184	251.6674825	276.9630014	305.8759631	286.0949186	172.231593	153.0454845	106.6290931	194.8689983	179.5612962	145.0218632	259.9179297	239.4613912	161.4895323	150.8714454
CRELD2	704.8348412	1068.881028	7380.970003	1687.581875	1062.475909	1220.279156	1253.313703	1307.746435	2455.499379	825.7324601	1261.885855	3770.690169	982.423606	1000.278398	694.5543852	976.643534	1134.866931	782.3256693	1969.34696	2508.187373	879.2495361	697.6859338
CREM	164.3007423	158.319225	131.0462034	284.1354037	151.6135304	242.1840148	750.8955835	293.821614	2361.386778	299.8297957	402.1808849	998.0600704	155.3381673	293.3670347	420.7989342	483.1045206	313.9477478	670.3376756	434.1793676	2350.994301	1037.33693	214.6651922
CRH	33.44807334	39.45278458	21.57635583	50.4549362	16.22879037	17.78484937	15.2998514	11.75096777	106.9741918	99.20407737	38.9443664	19.75629479	21.00523206	22.37824448	26.48229454	40.69767509	60.74583357	23.17399921	6.790590172	16.93025861	19.791713	27.35855315
CRHBP	350.0338271	269.5680063	115.7208003	105.9533616	88.45957062	58.2078559	100.393294	106.2696481	132.9507844	66.8840401	179.3736262	120.9265077	114.4041966	83.53434674	15.00745518	291.3221307	24.78811579	12.2930051	137.0617788	38.48906418	72.83945053	222.7008342
CRHR1	40.72370334	54.0542998	71.41821345	83.86333471	83.41360206	65.37231327	22.31868643	82.67732067	35.07834016	18.95552084	51.23745352	48.98562369	54.78292555	65.36588939	55.77947477	34.68472545	71.96173532	62.04372927	68.36634779	69.31024205	59.89959725	67.40744255
CRHR2	3.074156003	2.889890267	16.11115902	8.066521972	37.67910545	3.360877263	4.222161769	9.004680852	6.638514018	41.46132277	16.58717202	5.324997234	7.446241823	26.98079017	7.225818568	6.560415317	8.866690287	27.48168936	6.085492302	30.58240675	11.12058466	45.78576669
CRIM1	146.9014409	75.75794089	43.97135985	104.8966829	54.11622086	88.66013895	110.3003184	251.0129214	55.6813443	111.0478211	275.3095861	501.6239777	68.75574723	880.8666907	211.1741743	211.3971944	1178.66345	1007.628125	140.5606202	137.1459596	185.9791115	73.52628743
CRIP1	324.8993694	5534.655423	592.3641659	2043.62057	1893.237211	4607.979618	1788.424777	1432.94769	1419.611804	3043.050104	2079.710697	928.7856103	1413.590055	381.8997186	405.1148834	248.2954165	219.9019011	2855.085525	148.6842064	103.4457509	1726.582977	86.06993754
CRIP2	53.86489096	242.3934603	27.48099473	320.8408418	352.0774738	731.5415256	32.20308963	23.63321	17.84846773	47.27475092	30.45594679	11.84351258	26.7792674	22.16263245	16.17674886	16.56020185	25.41406329	22.89557566	11.27085898	29.93971723	63.38425112	15.71961004
CRIPT	9.555358782	8.666465391	44.93237465	155.4574778	177.0000386	166.3078129	275.7298017	197.4353628	63.24537394	163.748737	208.285759	208.1152306	214.8544351	236.3926297	147.9230211	158.7484217	135.0213157	207.047784	431.433725	255.8160008	380.498012	193.602798
CRISP1	87.23521112	64.96047751	46.8796189	36.79804667	26.04945638	20.11347878	48.36415338	12.89600042	60.21400711	43.65177386	16.44278955	27.73663174	34.05341263	33.95868956	31.49065027	23.53582669	36.38716961	42.40669564	29.55341036	40.81129038	58.68075824	59.0359034
CRISP2	21.84334384	35.76333183	12.56731032	13.70209095	14.59082485	12.98839722	10.14786303	13.08202394	14.09822574	60.93550251	47.17132962	14.969372	11.9420812	13.6701074	21.00426177	11.04729816	18.79105817	41.21118233	21.45669352	8.531980056	45.64893769	50.37675935
CRISP3	27.37818895	16.54772888	6.508150101	3.236388546	4.203532154	7.582193721	10.20717886	5.210162458	647.7895425	34.44926679	164.0262277	41.73838224	5.032005451	11.29862608	10.66334011	5.556158206	5.950386602	5.355044803	140.2065177	33.50781403	75.7877931	15.93701737
CRISPLD2	438.3209992	432.0841788	186.204435	131.5184312	78.2920509	220.1087323	67.73591821	171.6723604	165.0032472	632.7003877	210.8920427	100.6911498	3450.418567	143.1494444	292.032905	112.6050172	136.5944047	417.2613971	1557.502755	628.9523937	198.3255776	4289.183762
CRK	501.4144678	487.146527	623.1581325	384.2948894	308.5611006	348.0640911	325.245785	238.0119755	305.1710285	308.7380802	362.107725	357.8431449	486.9739235	545.3745581	862.0709252	897.9278181	539.5973778	702.7327311	390.9653357	418.4638393	887.6810314	875.6688775
CRKL	921.6872565	913.3380592	606.3305264	737.9481793	523.8832755	873.8622945	793.8567038	507.7625075	851.3029621	802.655564	594.7447006	561.8763637	672.9252791	551.9173356	449.9801783	350.1625034	547.0886534	546.210364	510.3752943	455.2889718	805.6780448	925.2086554
CRLF1	3.436589508	5.539198581	5.253486388	7.226768776	18.76887513	4.672469314	6.344614999	6.707735929	35.75200958	22.17309573	5.365710156	4.163134227	7.008764153	6.205494956	9.741848192	5.986422245	5.818197687	5.879452133	4.336076772	9.711150757	5.342614771	6.744571727
CRLF3	5257.453469	4052.406651	1428.628714	5031.358478	5833.248925	5134.615329	2641.476819	3637.436549	3347.326048	4991.136006	3165.01921	3027.039651	3599.405291	1205.829642	1324.1749	1430.793803	1008.19956	1497.929345	2222.240038	1425.775317	6083.468954	4614.201709
CRMP1	396.9467884	338.2220831	235.1588419	188.1359344	173.1605738	129.4184927	135.7286165	403.1425022	432.9424447	160.4360445	162.3825655	173.3508714	229.1981164	173.5391949	178.5500063	141.8478794	204.6578922	265.1143242	111.7719671	150.6276308	171.3666961	331.8577128
CRNKL1	336.5248912	256.6252277	248.0439331	277.5669035	351.7065288	250.0050253	580.1859362	391.4357554	177.1202206	452.8414484	629.5013656	505.1449277	415.9444319	493.3433754	379.1467301	417.5047308	391.0415004	275.4131242	662.578522	575.8523473	653.6819563	443.2761152
CRNN	166.3078129	180.6753361	133.1183507	80.7314866	65.37231327	115.8956574	54.9827221	280.3150793	42.92646039	112.1142804	55.88153892	62.2914124	85.64115646	89.62993826	38.85146694	34.27028216	74.7895888	42.78804242	71.9777622	63.7571342	49.30383528	128.6894007
CROCC	59.36563195	41.02696297	92.31466181	102.5995194	217.6925612	70.79707101	88.61808798	138.5630022	66.99876679	91.61525775	196.9539947	125.2281825	80.62689479	48.15828202	96.00246465	98.06160177	20.25759556	24.92898394	70.99766352	74.85814439	41.26421346	24.32460444
CROCCP3	12.57775597	9.504051133	8.59290329	16.30055154	13.12815713	15.88121396	9.351634216	14.99403456	17.83875232	20.73169576	29.97107523	23.18757964	28.81121456	18.25587496	19.46675205	17.91592159	16.56330785	14.61937163	20.58389524	18.56172608	113.9566073	16.03372116
CROT	342.6037644	390.5184481	266.8656416	248.1850031	315.2674688	455.8535465	344.1645659	283.828396	376.9562923	710.9829101	558.7204405	327.9580556	227.1998622	318.7701999	332.9546923	385.6302551	311.3859331	165.7853712	2939.669131	1584.59543	493.2854449	239.509355
CRP	20.72030953	22.38583049	21.6232045	13.05615115	14.69772532	18.66670647	11.26237461	16.96779975	52.92395622	17.88820413	12.24628082	12.23359461	13.65296547	12.35951575	13.4062333	14.78121377	9.729098668	13.24768488	8.486547133	29.19597309	11.44827636	21.51189154
CRTAC1	270.012548	262.2563646	98.27121192	177.7443896	172.1047942	147.4365503	135.3722907	132.1178615	260.2039263	188.1642966	127.9642999	102.0421756	155.5025898	128.4414843	146.5730667	103.3533021	111.0682215	141.4902345	89.10535506	115.3470402	192.3234806	245.2243401
CRTAM	54.88908823	66.10701896	54.0562838	1443.48038	308.5611006	114.0594238	661.2766113	42.15294578	47.76995399	829.6692685	261.1619294	652.8575264	212.0416867	761.03216	38.22269719	85.70898291	128.6403474	153.9609051	15.54962061	106.1592663	78.33058859	83.96491114
CRTAP	547.7296425	582.906169	552.46715	278.3623064	180.9652013	483.258482	293.6247024	233.2462403	465.8923726	389.9813758	190.929302	162.9916872	740.8890707	538.9469795	242.2735155	1116.936626	479.0568954	328.5406281	499.1210449	491.7897531	223.8119177	319.129431
CRTC1	215.9013618	165.3586275	252.5665704	193.5434879	191.2653887	196.5115537	140.2723987	179.0348564	103.2169556	154.2236043	184.5033911	151.5042347	201.0989814	223.2183606	178.2921464	175.8288502	194.3450285	171.6562952	151.8205058	146.1589718	114.5440376	107.5553407
CRTC3	4936.217054	3409.104888	1698.567185	3443.97056	6129.95289	3097.47128	1219.39293	2988.605281	3278.811011	3303.024126	2799.164434	2335.24793	1900.518668	1998.82849	910.472791	1559.734066	1834.857312	1185.439054	1993.603993	1366.92336	1633.772001	1093.440142
CRX	63.7178043	47.25303363	80.54919503	40.67734795	24.81718933	52.38256961	50.97875334	13.12815713	149.996953	70.48316718	17.32704295	14.80554182	25.03948267	27.44458265	32.34016681	23.08754551	36.01796557	44.01958747	27.10992629	9.887297245	48.3444118	56.58042785
CRY1	118.0039289	91.07262834	201.0480746	619.7854893	496.7966412	734.4326448	879.7735993	237.5875518	249.2403325	1164.20688	703.1110603	810.1784028	277.0676376	388.0641142	208.1152306	306.0518091	222.810492	409.140022	559.2074169	1424.846401	1550.973193	114.8596421
CRY2	36.44035083	33.86456516	49.24159439	83.68091706	242.3528568	41.87837876	26.48229454	157.8665261	37.27063138	47.82425299	302.89631	175.9533646	48.35970825	39.88159726	51.11255993	51.17855685	44.88745604	47.81663208	30.09798188	36.04351918	26.85981293	71.98877326
CRYAA	83.95843144	89.66318396	107.3712497	102.0277525	138.5109143	112.1013724	62.11998297	53.98997768	13.67036498	29.43174497	90.84985096	43.36581215	150.4828049	157.0937002	105.0631154	66.50542817	70.39682065	125.5636607	32.44282819	124.7405893	83.84291209	73.81320537
CRYAB	279.0124899	101.0583765	647.7780064	122.5120761	56.90002211	179.1601159	126.6902267	113.9281239	96.80379443	287.2493499	131.8860711	152.5108229	145.8238888	233.1473184	195.6949202	144.1298334	181.8170947	134.759267	89.57042172	89.33486143	77.95042601	189.7587759
CRYBA1	9.195676707	5.212339927	8.522115249	3.835729922	9.70690203	5.958947239	5.079112797	5.917684305	14.08254855	36.34373652	14.67608137	11.69136762	6.634428784	10.83828532	11.53252065	3.906577998	10.42404331	14.35715608	5.558399184	7.437863599	26.52265236	7.669621527
