Gene	CD10	CD31	CD45	EPCAM
RNF148	1.866521954	3.076433354	1.769456774	3.150832359
RNF149	31.91690964	17.54276033	59.17357285	46.27606626
RNF150	5.897223916	1.726626508	1.979274386	2.60350784
RNF152	34.35702044	16.28837756	2.783825113	9.113901118
RNF157	2.24069485	3.129656753	4.029044948	2.992942416
RNF165	2.384401107	3.604780086	2.260392069	4.750393522
RNF166	5.964266426	9.038151495	26.64843378	6.586422369
RNF167	25.96899314	31.72181532	22.68303971	41.37423357
RNF168	28.20956247	21.48672302	17.16244947	38.40180344
RNF169	17.42505871	16.51033086	8.900558343	23.72478376
RNF17	1.527832018	1.455751021	1.781285984	1.423614615
RNF170	10.87369847	6.212534648	4.622948955	12.69039281
RNF175	2.141003383	1.706142987	2.919871924	2.396903136
RNF180	12.79635782	5.296416548	1.677489983	5.668549118
RNF181	59.50927806	50.54043968	27.13907302	120.7752079
RNF182	2.671312729	1.373925351	1.555890813	1.902899902
RNF183	1.396401018	1.264743674	1.779428662	2.936784911
RNF185	23.60167696	12.30937824	9.423091492	22.55522316
RNF185-AS1	1.567056124	1.264165292	1.715028946	1.30578206
RNF187	20.03186837	14.41930263	14.04102078	33.82460998
RNF19A	45.20734243	96.9941335	59.29098551	114.7594665
RNF19B	28.10112672	29.57977183	32.39335443	49.52377432
RNF2	15.14691339	18.02120657	7.425806075	19.62881675
RNF20	20.76776134	17.39977527	12.07624151	35.00413088
RNF207	8.190996704	3.961703044	3.075989549	10.0269981
RNF208	2.316941165	1.879719957	2.181483595	5.923180616
RNF212	4.181541693	1.869402302	2.666269295	6.999853572
RNF213	90.36148505	93.13378669	119.8512262	92.571006
RNF214	17.85936134	16.75692685	7.81498011	24.94215263
RNF215	5.069814309	4.566740313	2.668908605	5.510661985
RNF216	35.01105418	24.40675873	20.03921621	34.48298491
RNF216P1	10.08818305	8.146189162	6.958228419	12.57431319
RNF217	25.76865399	17.35840585	5.965982806	21.64011896
RNF217-AS1	1.615367439	1.414113519	1.551216892	1.790996005
RNF219	6.772642242	7.179524826	3.765403798	10.42600143
RNF219-AS1	1.796344493	1.747843116	2.116549506	1.678578014
RNF220	49.31992656	33.18647731	24.1481374	85.80758215
RNF223	1.569795054	1.233347666	1.546708778	4.003000204
RNF24	50.46174508	13.69269735	8.575444591	28.7894468
RNF25	8.865342962	7.109138902	4.481411183	8.291676448
RNF26	16.64710072	7.51883345	5.863869412	22.95070975
RNF2P1	1.416801957	1.302095842	1.456783636	1.514029391
RNF31	29.81571667	23.17398849	17.05147881	31.21597298
RNF32	2.353114865	3.918738323	2.630950428	5.755130296
RNF34	20.37308801	21.75864189	15.23534326	43.77676076
RNF38	40.53545425	52.83631142	25.27062479	44.75505284
RNF39	2.396893322	2.047876634	2.908908327	11.75662512
RNF4	40.00671982	53.5397443	22.28224094	55.39455946
RNF40	28.27140919	23.51599046	18.06372666	43.47207712
RNF41	12.719468	13.22503022	8.075198111	20.83796263
RNF43	2.98886024	1.861375318	3.494147652	28.9013481
RNF44	9.148550053	21.2486701	18.92828533	25.41221917
RNF5	27.28834983	30.87388379	17.64439088	55.77858297
RNF6	16.08127813	23.31184512	11.85472104	25.28767402
RNF7	53.6131798	64.47566264	20.0131611	109.1423209
RNF7P1	1.333805026	1.233682004	1.468872901	1.794106556
RNF8	28.06427118	22.20452999	10.91383417	40.78177119
RNFT1	8.766039087	6.633814483	6.974854148	12.04466598
RNFT2	2.520783262	3.143935355	4.12113942	6.906781628
RNGTT	10.04654512	10.87697283	7.54578514	16.00265164
RNGTTP1	1.673337386	3.320136197	1.422802549	1.381167903
RNH1	55.0467315	50.17748373	35.82149027	56.76433192
RNLS	6.000360327	2.188687023	4.047465609	7.446691369
RNMT	31.38240862	18.32341902	18.14191657	45.15237008
RNMTL1	5.534398883	6.331408766	4.218255804	7.668986092
RNMTL1P2	1.333805026	1.231065354	1.468857698	1.299125513
RNPC3	23.00616516	28.43856686	22.89411157	37.86584468
RNPEP	24.08406003	29.00297421	24.40415094	54.44290251
RNPEPL1	15.62840372	24.85289125	26.18377301	31.07561054
RNPS1	84.79680879	99.02845846	52.5803246	159.4904246
RNPS1P1	1.377359942	1.253017064	1.528217212	1.506864022
RNU105B	1.333805026	2.157938368	1.461500798	1.530237311
RNU105C	1.362251319	1.220896387	1.555708674	1.299125513
RNU11	3.016174063	2.857228136	5.401594753	3.994293321
RNU1-1	1.545771177	1.371213649	2.01760714	1.450115287
RNU1-101P	1.333805026	1.220896387	1.412729662	1.299125513
RNU1-106P	1.739303964	1.465364151	2.231902967	3.71271774
RNU1-109P	1.363049304	1.793692975	1.65999529	1.685646877
RNU1-122P	1.480366954	1.232101016	1.604436439	1.414918274
RNU11-2P	1.677050691	1.465045204	1.928010484	1.703556516
RNU1-134P	1.333805026	1.389340984	1.412729662	1.33759206
RNU1-143P	1.369726636	1.277863656	1.524627886	1.348757662
RNU1-146P	1.358293338	1.269316723	1.492150936	1.317045777
RNU1-16P	1.607585093	1.453827958	1.643419865	1.834568181
RNU12	3.178890308	4.166296822	6.736944897	5.669960955
RNU1-2	1.57234667	1.366511277	2.048922395	1.448560335
RNU1-27P	1.567308663	1.362750399	2.043036675	1.44791918
RNU1-28P	1.567073772	1.362323549	2.042264143	1.447312556
RNU1-3	1.544854263	1.368611295	2.015320228	1.450115287
RNU1-4	1.574272592	1.366692816	2.050891858	1.449541354
RNU1-44P	1.371706828	1.220896387	1.462980046	1.299125513
RNU1-68P	1.369726636	1.277863656	1.524627886	1.348757662
RNU1-74P	1.333805026	1.220896387	1.412729662	1.299125513
RNU1-8P	1.333805026	1.220896387	1.443506201	1.344855986
RNU1-93P	1.353984577	1.269414649	1.490816394	1.454934074
RNU2-1	5.297078466	4.006659839	4.095704456	5.446311893
RNU2-20P	1.333805026	1.315594149	1.510477172	1.339004311
RNU2-22P	1.372127033	1.238757478	1.432026598	1.422765683
RNU2-24P	1.394661819	1.283375782	1.412729662	1.358513501
RNU2-31P	1.694469774	2.09822964	1.590720019	1.757550076
RNU2-3P	1.333805026	1.273394843	1.412729662	1.299125513
RNU2-45P	1.333805026	1.220896387	1.412729662	1.299125513
RNU2-49P	1.333805026	1.220896387	1.412729662	1.299125513
RNU2-55P	1.333805026	1.220896387	1.412729662	1.299125513
RNU2-58P	1.333805026	1.220896387	1.496794872	1.371592423
RNU2-5P	1.498978829	1.304520179	1.464557387	1.737742922
RNU2-61P	1.374790088	1.220896387	1.412729662	1.299125513
RNU2-63P	1.547867964	1.323941611	2.25117584	1.70530752
RNU2-64P	1.333805026	1.220896387	1.412729662	1.299125513
RNU2-6P	1.503338482	1.241660974	1.877411818	1.299125513
RNU2-8P	1.333805026	1.241660974	1.412729662	1.31835302
RNU4-2	1.577113338	1.457914185	2.041712363	1.623787596
RNU4-25P	1.508984818	1.465179771	1.795938037	2.724104487
RNU4-47P	1.406260597	1.623277794	1.578636778	1.433404235
RNU4-51P	1.367057752	1.324178959	2.371827227	1.733071085
RNU4-90P	1.333805026	1.220896387	1.412729662	1.299125513
RNU4ATAC12P	1.333805026	1.220896387	1.544107728	1.319119749
RNU5D-1	1.392627539	1.259952541	1.504426113	1.299125513
RNU6-1016P	1.425395863	1.220896387	1.412729662	1.299125513
RNU6-101P	1.451062589	1.220896387	1.466724937	1.353023451
RNU6-1024P	1.333805026	1.220896387	1.412729662	1.332586347
RNU6-1043P	1.369704816	1.322083673	1.412729662	1.361939691
RNU6-1048P	1.333805026	1.220896387	1.412729662	1.340610607
RNU6-1074P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-1091P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-1099P	1.398804486	1.3135932	1.439839703	1.361747584
RNU6-1106P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-1154P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-1170P	1.333805026	1.220896387	1.412729662	1.341805128
RNU6-1174P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-1190P	1.3849402	1.220896387	1.501318753	1.362154713
RNU6-1200P	1.333805026	1.220896387	1.412729662	1.33602722
RNU6-1265P	1.333805026	1.220896387	1.50643426	1.299125513
RNU6-1280P	1.448877091	1.580295925	1.898113478	1.443999356
RNU6-1281P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-128P	1.495148712	1.377192878	1.757217347	1.567418002
RNU6-141P	1.333805026	1.220896387	1.453507756	1.36013897
RNU6-157P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-220P	1.333805026	1.220896387	1.412729662	1.328812151
RNU6-228P	1.365541182	1.220896387	1.475317977	1.299125513
RNU6-238P	1.333805026	1.246347742	1.412729662	1.575622362
RNU6-258P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-319P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-321P	1.504569085	1.276510895	1.412729662	1.352548312
RNU6-349P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-352P	1.333805026	1.270100961	1.412729662	1.299125513
RNU6-361P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-369P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-370P	1.333805026	1.220896387	1.495891947	1.347257231
RNU6-377P	1.369025601	1.252293101	1.467368344	1.372478795
RNU6-379P	1.333805026	1.262739315	1.412729662	1.359247504
RNU6-393P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-455P	1.421233307	1.30592199	1.661343311	1.32246443
RNU6-457P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-464P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-504P	1.333805026	1.220896387	1.412729662	1.325976383
RNU6-509P	1.648814183	1.269694969	3.563607404	1.55540775
RNU6-553P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-558P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-570P	1.333805026	1.302439901	1.412729662	1.299125513
RNU6-577P	1.729722326	1.278082786	1.500003001	1.565040291
RNU6-598P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-609P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-60P	1.369210508	1.35223284	1.761627514	1.387863816
RNU6-626P	1.333805026	1.252584493	1.412729662	1.299125513
RNU6-639P	1.333805026	1.220896387	1.455623925	1.299125513
RNU6-657P	1.333805026	1.220896387	1.504805276	1.299125513
RNU6-658P	1.372127033	1.269606461	1.412729662	1.299125513
RNU6-701P	1.513726334	1.481805126	1.735643993	1.5918877
RNU6-741P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-744P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-853P	1.683450402	1.220896387	1.445635779	1.377124128
RNU6-889P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-917P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-958P	1.333805026	1.220896387	1.446354326	1.323503574
RNU6-978P	1.333805026	1.220896387	1.412729662	1.299125513
RNU6-981P	1.333805026	1.255007335	1.412729662	1.359211065
RNU6ATAC	1.333805026	1.376761524	1.695648506	1.508333057
RNU6ATAC18P	1.368846102	1.220896387	1.412729662	1.299125513
RNU6ATAC35P	1.345873039	1.255649523	1.431551565	1.467951806
RNU6ATAC9P	1.366278675	1.320421922	1.700981571	1.47747632
RNVU1-15	1.628251419	1.564441296	2.395635067	2.267123975
RNVU1-18	1.570249603	1.366484775	2.047032896	1.448403648
RNVU1-19	3.48956459	1.902787759	6.851560314	5.889629012
RNVU1-4	1.41842699	1.244147751	2.084035304	1.722019157
RNVU1-6	1.600488961	1.2682863	2.689503649	2.130975452
RNVU1-7	1.481728121	1.3132141	1.988289146	1.978431737
RNY3P16	1.333805026	1.220896387	1.412729662	1.299125513
RNY4P13	1.333805026	1.220896387	1.412729662	1.299125513
ROBO1	82.81231447	51.84775319	3.476872561	15.25675547
ROBO2	25.61796331	1.800598928	2.217951494	4.040054656
ROBO3	7.358954387	13.45298378	5.246431076	5.81554109
ROBO4	2.320416686	190.807982	3.390182064	1.798638763
ROCK1	26.67603046	26.44819234	26.77142869	27.9589193
ROCK1P1	1.518753333	1.322737202	1.635678031	2.216350506
ROCK2	79.22277511	108.2166235	15.83967478	78.78227704
ROGDI	7.386734533	7.162584565	9.977285257	21.43779909
ROM1	4.205077245	8.492989766	2.215836179	4.806649172
ROMO1	86.40136571	64.94336823	30.15164914	143.7135521
ROPN1	1.42621963	1.336829888	1.555743707	1.451781862
ROPN1B	1.455814695	1.426788752	1.884616895	2.234294593
ROPN1L	1.520155387	2.86415652	1.620862019	5.50740988
ROR1	13.92147633	2.42866472	2.03302834	5.183242013
ROR1-AS1	3.024407786	1.568883311	1.736046783	2.221142037
ROR2	16.30477697	1.479312884	1.552225998	2.381192229
RORA	36.08405905	22.06808644	17.41295662	18.32084814
RORA-AS1	2.107156161	2.234362822	2.862854939	2.606361522
RORB	2.080864652	1.334175944	1.541620831	1.993226203
RORC	2.225070546	1.50429131	2.726648286	12.33126089
ROS1	2.038495419	1.582208807	2.310788648	30.0764122
RP1	1.40161224	1.403970986	1.582762127	2.700580757
RP1-100J12.1	1.630589522	1.46452642	1.687058122	1.825292586
RP1-101A2.1	2.331311497	1.961801445	1.856854176	2.788867851
RP1-101K10.6	3.85508523	3.558710992	2.208822788	4.199209937
RP1-102E24.1	1.498845471	1.531397015	1.676792024	2.407395553
RP1-102E24.10	2.179994286	2.485422469	3.159836287	2.851524851
RP1-102E24.8	2.273264476	2.0097259	1.855802174	3.181664886
RP1-102E24.9	1.333805026	1.24042793	1.448686079	1.332817335
RP1-102G20.4	1.472076349	1.408705169	1.765312908	1.718759673
RP1-102H19.7	1.443082136	1.356294914	1.609080082	1.377570007
RP1-102K2.8	1.872931341	1.308331612	1.733546548	1.695538129
RP11-1000B6.3	6.025479408	3.883074036	4.596996569	3.588530664
RP11-1000B6.7	4.180889458	3.352357925	3.896056705	3.482419893
RP11-1000B6.8	2.424197057	2.453371878	2.197054551	2.517904532
RP11-1003J3.1	1.405862466	1.272952213	1.517451189	1.316554141
RP11-1006G14.1	1.460783906	1.564082512	1.837914371	1.837698004
RP11-1006G14.5	1.344925538	1.266755368	1.564718272	1.351452463
RP11-1007G5.2	1.374256142	2.479657294	1.629353875	1.351797098
RP11-1007I13.2	1.333805026	1.251377677	1.481803158	1.35279226
RP11-1007J8.1	1.426352062	1.353910391	1.490456402	2.455878343
RP11-1007O24.2	1.686880111	1.333356366	1.622975711	1.694457047
RP11-1007O24.3	2.664068602	2.222921883	2.572125902	3.055210849
RP11-1008C21.1	1.480846329	1.316669192	4.440193028	2.605799005
RP11-1008C21.2	2.570431301	2.413146276	3.121186702	3.039314496
RP11-100E13.3	2.096883364	1.306145159	1.556074735	1.490274513
RP11-100E5.2	1.461616579	1.256108111	1.425403458	1.729069602
RP11-100F15.1	1.333805026	1.234602739	1.441591188	1.299125513
RP11-100G15.3	1.859640867	2.118603936	2.367505832	2.519917086
RP11-100G15.4	1.416032873	1.392978281	1.675466613	1.578483137
RP11-100K18.1	1.344360288	1.32860661	1.454035534	1.337601845
RP11-100L22.1	1.333805026	1.811299262	1.427453215	1.310820709
RP11-100N21.1	1.608146452	1.371070999	1.589302083	1.49149761
RP11-1012A1.4	1.402994798	1.282575439	1.465647321	1.39573517
RP11-1012A1.7	1.409327498	1.412365054	1.684651959	1.63902008
RP11-1012E15.2	1.366483945	1.465269538	1.591811425	1.592680388
RP11-1016B18.1	1.409976394	1.307096463	1.62384087	1.469599706
RP11-1017G21.3	1.808885058	2.103797553	2.625617905	2.143234292
RP11-1017G21.4	1.846794112	1.879794376	2.427636426	2.152746226
RP11-1017G21.5	2.475729263	1.697363552	2.144380157	2.513393439
RP11-1017G21.6	1.686539698	1.423427563	1.62459311	2.167109027
RP11-1018N14.2	1.370835851	1.3262862	1.727039135	1.348248263
RP11-1018N14.4	1.333805026	1.307830827	1.52385064	1.310445755
RP11-1018N14.5	1.369843326	1.450811653	1.868370368	1.424406471
RP11-101E13.5	4.869979353	4.780207653	2.465674069	6.491853317
RP11-101E19.10	1.333805026	1.282453353	1.632534715	1.320653512
RP11-101E19.4	1.409621227	1.599118171	2.80551886	1.466124591
RP11-101E5.1	1.333805026	1.220896387	1.427407707	1.739686795
RP11-101E7.2	1.805494821	1.907251425	1.904999654	1.661449851
RP11-101K23.1	1.429923347	1.228183655	1.55075867	1.312708942
RP11-101O6.2	1.824802509	2.062994654	2.347767579	2.246246215
RP11-1020A11.1	1.99691184	2.230656732	2.912825339	4.117632632
RP11-1020A11.2	3.212817195	2.627744051	2.415504289	3.477737073
RP11-1021O19.2	1.333805026	1.262460087	1.454079481	1.318886052
RP11-1023L17.1	7.464161191	7.462799007	7.1583615	12.97098493
RP11-1023L17.2	2.012519988	2.344410356	3.385315439	2.782575015
RP11-1024P17.1	2.833957726	12.66780891	3.818565396	3.074191346
RP11-1026M7.2	1.340667486	1.291770747	1.550279763	1.553227419
RP11-1026M7.3	1.341964056	1.253937759	1.470421169	1.488152598
RP11-1028N23.2	1.333805026	1.229492802	1.665499912	1.299125513
RP11-1029M24.4	1.415973535	1.252905291	1.432635348	1.396398154
RP11-102F4.2	1.333805026	1.257616829	1.483206467	1.330280422
RP11-102G14.1	1.629663074	1.275867826	1.697528667	1.887687573
RP11-102L12.2	1.537417461	1.391661483	2.744666734	1.999988166
RP11-102M11.1	4.035366229	4.147358303	7.814320249	5.126231321
RP11-102M11.2	1.529428245	1.603814781	1.96058757	1.939614208
RP11-102N12.3	2.032544295	3.23582005	2.800521652	2.48346527
RP11-1035H13.3	5.902302366	7.446119007	2.867015295	13.72872126
RP11-1036E20.7	1.351448024	1.284743717	1.552493754	1.34289087
RP11-1036E20.9	1.380374938	1.402576191	1.924971605	1.470090229
RP11-1036F1.1	1.514813925	1.291619323	1.479735115	1.308157016
RP11-1038A11.1	1.37751141	1.278064117	1.565882529	2.034623894
RP11-1038A11.2	1.389329156	1.35326071	1.604762237	1.499916575
RP11-1038A11.3	1.636160349	1.493846133	1.872336279	5.037338381
RP11-103B5.4	2.637922458	2.322001828	3.111178624	4.868535248
RP11-103H7.2	1.333805026	1.363143681	1.412729662	1.334585389
RP11-103J8.1	1.638467186	1.369148123	1.578879465	1.496934005
RP11-1042B17.3	1.390499969	1.289078533	1.469302814	1.506577721
RP11-1042B17.4	1.363308909	1.319680773	1.595877131	1.353117691
RP11-1046B16.3	1.96335956	2.334967668	1.980525593	2.220800193
RP11-1049A21.2	1.419710454	1.227326388	1.412729662	1.310043113
RP11-104D21.1	1.333805026	1.231574718	1.432674885	1.299125513
RP11-104E19.1	1.35662839	1.270558359	1.643101133	1.680909586
RP11-104F15.9	1.826569988	1.470683386	1.558134844	1.9216193
RP11-104H15.7	1.772951626	1.270170257	1.703559286	2.431311756
RP11-104J23.1	1.345799418	1.316107255	1.451068113	1.369477454
RP11-104J23.2	1.333805026	1.241879715	1.440109677	1.326918987
RP11-104L21.2	1.355319902	1.255013423	1.608293812	1.36016248
RP11-104N10.1	1.574613636	1.371932683	1.672025499	1.845023452
RP11-104N10.2	3.772891124	4.625675194	4.184693228	5.006825358
RP11-1055B8.1	1.41320674	1.652579472	1.514292618	1.656221265
RP11-1055B8.4	1.860178877	1.685056921	1.507225324	1.960357692
RP11-1055B8.9	1.547990542	1.319392341	1.412729662	1.545494382
RP11-1057B6.1	1.508224227	1.428019756	1.804007124	1.880787268
RP11-1057B8.2	1.392990271	1.262044501	1.508886475	1.343460488
RP11-1058G23.1	1.349868716	1.232864449	1.548701042	1.335022668
RP11-105C19.1	1.444973482	1.279056834	1.46249948	1.361715362
RP11-105C19.2	1.340928462	1.319437784	1.539604575	1.342162931
RP11-105N14.1	1.543167515	1.289444495	1.472300081	1.86650356
RP11-1060J15.3	3.314601666	4.993569262	1.718642831	3.0087954
RP11-1060J15.5	1.601034631	1.473969011	2.021552776	1.444123529
RP11-1060J15.9	2.713806232	1.850314023	1.61863659	1.547860414
RP11-1069G10.1	1.984838867	1.439361808	1.685582298	1.757684399
RP11-1069G10.2	1.430977111	1.293403884	1.605543879	1.401272069
RP11-106D4.2	2.092121256	1.860281441	1.832105158	2.084837633
RP11-106E7.1	1.526156986	1.363435464	1.676576843	1.69194873
RP11-106J23.1	1.354360162	1.242772261	1.423640039	1.35649059
RP11-106M3.1	1.333805026	1.419832551	1.412729662	1.503752782
RP11-106M3.3	1.818278045	1.927439396	2.63368368	1.976615858
RP11-106M7.1	1.373895629	1.585808132	2.461563402	1.412895028
RP11-1070N10.3	1.410936656	1.905114155	2.283538684	1.336787548
RP11-1070N10.7	1.357176053	1.242486365	1.497398244	1.482330398
RP11-1072C15.1	1.370245755	1.314681928	1.475269428	1.365654752
RP11-1072C15.6	1.424899341	1.464940346	1.485009291	1.398186657
RP11-1072N2.2	1.366625558	1.242551024	1.549765924	1.322472046
RP11-1074O12.1	1.431549266	1.411197759	1.692671227	1.495192859
RP11-1078H9.2	1.644355127	2.065397932	2.024896738	1.534889313
RP11-1078H9.5	1.719422604	1.557437601	1.745553762	1.522287053
RP11-1078H9.6	1.340363728	1.246120706	1.679795702	1.309640406
RP11-1079K10.1	1.333805026	1.220896387	1.412729662	1.299125513
RP11-1079K10.4	1.498637979	1.389758727	1.704880522	1.449468594
RP11-1079K10.5	1.333805026	1.231245341	1.423914893	1.3133959
RP11-107D24.2	1.348647753	1.311473067	1.596712237	1.31727632
RP11-107E5.3	5.360533772	2.020816996	8.146959868	1.422640923
RP11-107F6.4	1.529919745	1.654576134	1.737175558	1.854713091
RP11-107N15.1	1.636870584	1.3822033	1.540356346	2.066236448
RP11-1081L13.5	1.341657487	1.237082184	1.498385282	1.315665763
RP11-1081M5.1	1.359674872	1.235187113	1.412729662	1.438257647
RP11-1081M5.2	1.341920237	1.231676023	1.605026209	1.372504236
RP11-1081M5.3	1.333805026	1.256835211	1.412729662	1.338574191
RP11-1082L8.2	1.345818057	1.346105851	1.475565077	1.308875615
RP11-1084A12.1	1.471284084	1.453347546	1.641372145	1.451596312
RP11-1084A12.2	1.45416117	1.493360091	1.615294782	1.700912332
RP11-1084E5.1	1.333805026	1.568603076	2.406081782	1.340585843
RP11-1084I9.1	1.404042119	1.274208142	1.515483088	1.30619582
RP11-1084I9.2	1.373546764	1.290614302	1.540966044	1.317458486
RP11-1084J3.1	1.428835936	1.278777703	1.465619102	1.424655285
RP11-1084J3.3	1.341996592	1.361453737	1.495706594	1.534765492
RP11-1085N6.3	1.344888472	1.229594183	1.431920031	1.35443138
RP11-1085N6.5	1.383064055	1.415029637	1.530625658	1.41560327
RP11-1086F11.1	1.889654605	2.8781629	2.133381444	2.298192443
RP11-1086I4.2	1.389444083	1.374149117	1.776397405	1.348142039
RP11-108A14.1	2.139329407	1.604547297	1.893500571	2.751717381
RP11-108B14.5	1.364480729	1.313413051	1.587027666	1.311874739
RP11-108E14.1	1.36010646	1.36789823	1.723070323	1.324220893
RP11-108H9.1	1.368475176	1.268115766	1.545622091	1.305302053
RP11-108K3.2	1.353701599	1.266912204	1.573520407	1.486849922
RP11-108L7.15	1.445228279	1.410147192	1.493410151	1.923729369
RP11-108M12.3	1.349785109	1.278705519	1.730549588	2.07429315
RP11-108M9.1	1.369953112	1.359621771	1.583153019	1.341345647
RP11-108M9.3	1.433875871	1.502960916	1.671195446	2.027714977
RP11-108M9.4	9.221587741	13.22029307	4.306413959	14.51562214
RP11-108M9.5	2.929112336	3.030906774	1.767512993	3.418662126
RP11-108M9.6	1.477521658	1.447335218	1.790494356	1.93222825
RP11-108N13.1	1.446387457	1.247453948	1.504382325	1.522376919
RP11-108O10.2	1.417745032	1.361185306	1.429577253	1.591310907
RP11-1090M7.1	1.442378107	1.335389716	1.611128499	1.322138988
RP11-1094H24.4	1.38384376	1.443552111	1.508353906	1.65765459
RP11-1094M14.10	1.333805026	1.220896387	1.485481096	1.299125513
RP11-1094M14.11	6.679181312	9.700308434	3.409419273	13.4822209
RP11-1094M14.5	1.586054662	1.503288054	2.354487257	1.299125513
RP11-1094M14.7	1.664419596	1.465514763	2.310040629	1.731937406
RP11-1094M14.8	1.791521669	1.478525958	2.929638694	1.313648239
RP11-1099M24.6	2.86249426	3.356884641	4.717632019	3.243173383
RP11-109A6.2	1.508360646	1.463513274	1.653180898	1.499263582
RP11-109I13.2	2.410257634	1.29417275	1.497134161	1.33848225
RP11-109J4.1	1.388883556	1.346977928	1.468647056	2.147174055
RP11-109M19.2	1.41141991	1.529964925	2.209738267	1.422955583
RP11-109M19.3	1.434126595	1.712263675	1.946458096	1.446380791
RP11-109M19.4	1.439130852	1.463054593	2.087277884	1.409645111
RP11-109N23.5	1.614146357	1.518365606	1.780938661	1.85273201
RP11-109P14.10	3.204133022	2.993865325	3.083241005	1.943391407
RP11-109P14.8	1.354492176	1.316430891	1.598296307	1.396257173
RP11-109P6.2	1.346697484	1.260598906	1.427887676	1.328161852
RP11-10A14.3	2.121898178	2.04113995	2.311821447	2.400236023
RP11-10A14.4	1.503258647	1.281561246	1.529129954	1.938784156
RP11-10A14.5	1.346398663	1.234649598	1.505263251	1.797696165
RP11-10A14.7	1.333805026	1.232146347	1.412729662	1.299125513
RP11-10A14.9	1.350127045	1.252396065	1.429983553	1.795622857
RP11-10B2.1	1.333805026	1.257745641	1.578786519	1.304212995
RP11-10C24.1	2.94785572	2.90480912	1.809295016	5.457553469
RP11-10C24.2	1.543620367	1.829414356	1.457771668	2.18359693
RP11-10C24.3	2.301793636	3.728827825	2.03547307	5.131469456
RP11-10C8.2	1.819636712	1.297901972	1.464299835	1.318100831
RP11-10D7.5	1.565912724	2.699402966	1.777228692	1.356429413
RP11-10E18.7	1.727992465	1.462841692	2.410555775	2.56556486
RP11-10J21.2	1.555435501	2.695635534	2.413992458	2.28416179
RP11-10J21.3	1.466943424	1.666087994	2.032928371	2.147009557
RP11-10J21.4	1.441632592	1.738968374	2.093128786	1.709233222
RP11-10K16.1	1.924049442	1.72000576	1.793276248	2.540978075
RP11-10L12.1	1.645064664	1.424492782	5.013934754	1.835257667
RP11-10L12.2	2.321782768	1.598604328	6.886917749	2.051134141
RP11-10L12.4	2.527403836	1.805339294	2.115275246	2.684183605
RP11-10L7.1	1.426040344	1.289640577	1.662842985	1.379406057
RP11-10N16.2	1.333805026	1.224345602	1.447126585	1.385200195
RP11-10N23.2	2.214406289	1.796602701	1.770399555	2.674490363
RP11-10O17.1	1.543653687	1.536094946	1.648340926	1.648260544
RP11-1100L3.7	10.11053873	13.49135761	7.216087941	20.56722464
RP11-1100L3.8	10.73251103	10.4044686	14.90004498	10.85567074
RP11-1102P16.1	1.482922161	1.592227122	2.247079628	1.751085071
RP11-1102P22.1	2.389143303	1.347195168	3.295178374	1.568162697
RP11-1102P22.2	3.117457685	1.542135419	2.668786045	1.690012433
RP11-1102P22.3	1.999648463	1.328682789	2.179417527	1.517097828
RP11-1103G16.1	1.616301624	1.331956324	1.770480164	1.942286174
RP11-1105G2.3	2.131593623	1.657691122	2.187981049	1.903714827
RP11-1105G2.4	1.708494615	1.324268509	1.659188201	1.544045577
RP11-1105O14.1	1.53819315	1.781046475	1.583835257	1.566556235
RP11-1109F11.3	1.813945839	1.474215625	1.548317408	1.776299933
RP11-1109F11.5	1.598214016	1.314698273	1.63055782	1.72888395
RP11-1109M24.12	1.333805026	1.220896387	1.429914229	1.299125513
RP11-1109M24.5	1.333805026	1.239945053	1.415274377	1.561209807
RP11-110A12.2	1.434149733	1.407886054	1.658108385	1.770648038
RP11-110G21.1	4.916499952	5.047091653	2.944791227	9.800330163
RP11-110H1.9	1.437983205	1.239370545	1.48476837	1.342107718
RP11-110I1.11	1.596330999	1.44084325	2.061939863	1.751582492
RP11-110I1.12	1.567245943	1.564164689	1.696830508	2.093440468
RP11-110I1.13	1.492648541	1.491726549	1.7560483	1.539693526
